Date,Service Category,Program Area,Program Type,Provider,Program Site Name,Borough,Street Address,City,State,Postcode,Latitude,Longitude,Community Board,Community Name,Council District,Census Tract 2010,NDA,NTA,BIN,BBL,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
06/01/2019,Community Services,Cornerstone,Cornerstone,"BronxWorks, Inc.",Melrose - Bronx Works,Bronx,286 East 156 St.,Bronx,NY,10451,40.82202,-73.92029,NULL,NULL,Council District 17 Bronx,67,NULL,BX34,2120133,2024130001,POINT (-73.92029 40.82202),10929,49,5,43,23
06/01/2019,Community Services,Compass,COMPASS Middle School,Purelements: An Evolution in Dance Inc,I.S. 392,Brooklyn,104 SUTTER AVENUE,Brooklyn,NY,11212,40.66563,-73.91811,Brooklyn CD 016,Brownsville,Council District 041 Brooklyn,,Brooklyn Neighborhood Development Area 016,NULL,3081276,3035350016,POINT (-73.91811 40.66563),17614,55,2,17,46
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000",Summer Search,Young Women's Leadership Development,Manhattan,90 Broad Street,New York,NY,10004,40.70378,-74.01188,101,Battery Park City-Lower Manhattan,1,9,0,MN25,1000025,1000100016,POINT (-74.01188 40.70378),11725,56,4,32,1
06/01/2019,Community Services,Compass,COMPASS Middle School,The Child Center of NY Inc,I.S. 237,Queens,46-21 COLDEN STREET,QUEENS,NY,11355,40.74954,-73.82207,NULL,NULL,Council District 20 Queens,845,NULL,QN22,4116436,4051470001,POINT (-73.82207 40.74954),14190,22,3,3,67
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000","CHESS IN THE SCHOOLS, Inc",Chess-in-the-Schools,Manhattan,520 8th ave,New York,NY,10018,40.75361,-73.99242,Manhattan CD 005,Midtown-Midtown South,Council District 003 Manhattan,109,NDA Not-defined,MN17,1083624,1007860001,POINT (-73.99242 40.75361),12080,11,4,10,8
06/01/2019,Community Services,Cornerstone,Cornerstone,"Jewish Community Center of Staten Island, Inc.",Todt Hill - JCC,NULL,255 Westwood Avenue,Staten Island,NY,10314,40.60692,-74.11921,Richmond Community Districts,NULL,NULL,,NULL,NULL,,,POINT (-74.11921 40.60692),10700,30,1,13,76
06/01/2019,Community Services,Beacon,Beacon,HANAC INC,IS 141 THE STEINWAY (Q141),Queens,37-11 21 AVENUE,QUEENS,NY,11105,40.7756,-73.90457,NULL,NULL,NULL,,NULL,NULL,4016102,4008100001,POINT (-73.90457 40.7756),16862,39,3,4,72
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000",Non Traditional Employment for Women,Non Traditional Employment for Women,Manhattan,243 West   20 Street,New York,NY,10011,40.74314,-73.99873,104,Hudson Yards-Chelsea-Flatiron-Union Square,3,87,0,MN13,1014018,1007700017,POINT (-73.99873 40.74314),12074,12,4,10,6
06/01/2019,Community Services,CSBG,Opportunity Youth Support,"Chinatown Manpower Project, Inc.","Chinatown Manpower Project, Inc.",Manhattan,70 Mulberry Street,New York,NY,10013,40.71609,-73.9992,Manhattan CD 003,Chinatown,Council District 001 Manhattan,29,Manhattan Neighborhood Development Area 003,MN27,1066494,1002000001,POINT (-73.9992 40.71609),12076,70,4,32,2
06/01/2019,Community Services,Compass,COMPASS Middle School,"Police Athletic League, Inc.",PAL New South Bronx Center,Bronx,991 Longwood Ave,Bronx,NY,10459,40.81718,-73.89767,NULL,NULL,Council District 17 Bronx,87,NULL,BX33,2100984,2027090001,POINT (-73.89767 40.81718),10937,8,5,43,24
06/01/2019,Community Services,Beacon,Beacon,"Sports and Arts In Schools Foundation, Inc.",Jean Nuzzi Intermediate School,Queens,213-10 92 AVENUE,QUEENS,NY,11428,40.72038,-73.74659,NULL,NULL,NULL,,NULL,NULL,4226839,4106260001,POINT (-73.74659 40.72038),24337,63,3,16,63
06/01/2019,Community Services,Compass,COMPASS Middle School,"Directions For Our Youth, Inc.",P.S./M.S. 11X498 - VAN NEST ACADEMY,Bronx,1640 BRONXDALE AVE,BRONX,NY,10462,40.84473,-73.85821,NULL,NULL,Council District 13 Bronx,244,NULL,BX37,2116414,2040910001,POINT (-73.85821000000001 40.84473),11271,59,5,12,32
06/01/2019,Community Services,Compass,COMPASS Middle School,Purelements: An Evolution in Dance Inc,P.S. 235 Janice Marie Knight School,Brooklyn,525 LENOX ROAD,BROOKLYN,NY,11203,40.6547,-73.94109,NULL,NULL,Council District 41 Brooklyn,814,NULL,BK91,3107846,3048440001,POINT (-73.94109 40.6547),16866,61,2,17,40
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000","School Sisters of Notre Dame Educational Center, Inc.","School Sisters of Notre Dame Educational Center, Inc.",Queens,87-04 88 Avenue,Woodhaven,NY,11421,40.69104,-73.85649,409,Woodhaven,32,16,0,QN53,4183963,4089240001,POINT (-73.85649 40.69104),24017,46,3,41,60
06/01/2019,Community Services,Compass,COMPASS Middle School,Scan New York Volunteer Parent Aides Association Inc,Harbor Science and Arts Charter School,Manhattan,132 EAST 111 STREET,MANHATTAN,NY,10029,40.79567,-73.94453,NULL,NULL,Council District 08 Manhattan,172,NULL,MN33,1052192,1016380057,POINT (-73.94453 40.79567),12426,7,4,35,14
06/01/2019,Community Services,Compass,COMPASS Middle School,"Maspeth Town Hall, Inc.",P.S. 049 Dorothy Bonawit Kole,Queens,63-60 80th Street,QUEENS,NY,11379,40.71987,-73.87509,NULL,NULL,Council District 30 Queens,663,NULL,QN21,4069253,4029900045,POINT (-73.87509 40.71987),15309,54,3,34,62
06/01/2019,Community Services,Compass,COMPASS Middle School,Woodycrest Center For Human Development Inc,Metropolitan Lighthouse Charter School,Bronx,180 West 165th street,BRONX,NY,10452,40.83459,-73.9298,NULL,NULL,Council District 08 Bronx,189,NULL,BX26,2127146,2025230133,POINT (-73.9298 40.83459),10930,50,5,35,27
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","Charles B. Wang Community Health Center, Inc.","Charles B. Wang Community Health Center, Inc.",Manhattan,125 Walker St,Manahattan,NY,10013,40.71745,-73.99982,Manhattan CD 001,Chinatown,Council District 001 Manhattan,29,Manhattan Neighborhood Development Area 003,MN27,1084583,1001980126,POINT (-73.99982 40.71745),12076,56,4,32,2
06/01/2019,Community Services,Compass,COMPASS Explore,Queens Borough Public Library,Central Library,Queens,89-11 Merrick Boulevard,Jamaica,NY,11432,40.70786,-73.7953,NULL,NULL,Council District 27 Queens,460,NULL,QN61,4209635,4097980006,POINT (-73.7953 40.70786),24340,41,3,6,61
06/01/2019,Community Services,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",J.H.S. 127 The Castle Hill,Bronx,1560 PURDY STREET,BRONX,NY,10462,40.83793,-73.85352,NULL,NULL,Council District 18 Bronx,222,NULL,BX46,2041247,2039480055,POINT (-73.85352 40.83793),11271,58,5,31,26
06/01/2019,Community Services,CSBG,Housing,Neighborhood Association for Intercultural Affairs Inc,NAICA Housing Service,Bronx,890 Prospect Avenue,Bronx,NY,10459,40.82082,-73.90114,Bronx CD 002,Longwood,Council District 017 Bronx,12901,Bronx Neighborhood Development Area 002,BX33,2113129,2026907502,POINT (-73.90114 40.82082),10937,8,5,43,24
06/01/2019,Community Services,Compass,COMPASS Middle School,"CAMBA, Inc.",M.S. 246 Walt Whitman,Brooklyn,72 VERONICA PLACE,BROOKLYN,NY,11226,40.64861,-73.95282,NULL,NULL,Council District 40 Brooklyn,794,NULL,BK95,3117381,3051100025,POINT (-73.95282 40.64861),13510,61,2,11,40
06/01/2019,Community Services,CSBG,Opportunity Youth Support,Turning Point Brooklyn Inc,Turning Point Education Center,Brooklyn,423 39th STREET,brooklyn,NY,11232,40.65237,-74.00534,Brooklyn CD 007,Sunset Park West,Council District 038 Brooklyn,,Brooklyn Neighborhood Development Area 007,NULL,3010451,3007050067,POINT (-74.00534 40.65237),13515,9,2,7,45
06/01/2019,Community Services,CSBG,High School,"CAMBA, Inc.",Wingate Educational Complex,Brooklyn,600 Kingston Avenue,brooklyn,NY,11203,40.65889,-73.94246,Brooklyn CD 009,Prospect Lefferts Gardens-Wingate,Council District 040 Brooklyn,810,Brooklyn Neighborhood Development Area 009,BK60,3107227,3048110001,POINT (-73.94246 40.65889),16866,17,2,11,44
06/01/2019,Community Services,Compass,COMPASS Middle School,Girls Incorporated of New York City,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,283 ADAMS STREET,BROOKLYN,NY,11201,40.69468,-73.98885,NULL,NULL,Council District 33 Brooklyn,11,NULL,BK38,3331741,3001400010,POINT (-73.98885 40.69468),16865,68,2,38,54
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,Good Shepherd Services,Summit Academy Charter School,Brooklyn,27 HUNTINGTON STREET,BROOKLYN,NY,11231,40.67756,-74.00517,NULL,NULL,Council District 38 Brooklyn,59,NULL,BK33,3008342,3005250001,POINT (-74.00517 40.67756000000001),13514,14,2,7,48
06/01/2019,Community Services,Compass,COMPASS Middle School,"Police Athletic League, Inc.",PAL Webster Center,Bronx,2255 Webster Avenue,Bronx,NY,10457,40.85566,-73.89598,NULL,NULL,Council District 15 Bronx,38302,NULL,BX40,2013329,2031430203,POINT (-73.89598 40.85566),10935,6,5,22,29
06/01/2019,Community Services,Compass,COMPASS Middle School,B.E.L.L. Foundation,Eagle Academy for Young Men III,Queens,171-10 LINDEN BOULEVARD,QUEENS,NY,11434,40.69171,-73.77892,Queens CD 012,St. Albans,Council District 027 Queens,432,NDA Not-defined,QN08,4268543,4123930001,POINT (-73.77892 40.69171),24669,41,3,6,71
06/01/2019,Community Services,CSBG,Seniors,"East Side House, Inc.",Mitchel Senior Center,Bronx,188 Lincoln Avenue,bronx,NY,10454,40.80987,-73.92793,Bronx CD 001,Mott Haven-Port Morris,Council District 008 Manhattan,23,Bronx Neighborhood Development Area 001,BX39,2091142,2023110001,POINT (-73.92793 40.80987),10932,49,5,35,23
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","Grand Street Settlement, Inc.",Early Head Start,Manhattan,80 Pitt Street,New York,NY,10002,40.71833,-73.98245,Manhattan CD 003,Lower East Side,Council District 002 Manhattan,2201,Manhattan Neighborhood Development Area 003,MN28,1084357,1003380001,POINT (-73.98245 40.71833),11723,70,4,50,4
06/01/2019,Community Services,CSBG,Seniors,"Central Harlem Senior Citizen's Centers, Inc.",Central Harlem Senior Citizens' Centers,Manhattan,34 West 134th Street,New York,NY,10037,40.8127,-73.93964,Manhattan CD 010,Central Harlem North-Polo Grounds,Council District 009 Manhattan,212,Manhattan Neighborhood Development Area 010,MN03,1083985,1017300016,POINT (-73.93964 40.8127),13095,18,4,36,20
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","Abundant Waters, Inc.","Abundant Waters, inc.",Manhattan,"400 West 43rd Street, #26G",NULL,NY,,40.7593,-73.99264,NULL,NULL,Council District 03 Manhattan,121,NULL,MN15,1083745,1010520001,POINT (-73.99264 40.7593),13094,12,4,10,6
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000",161st Street Merchants Association Inc,161st Street Merchants Association Inc,Bronx,2865 Kingsbridge Terrace,Bronx,NY,10463,40.87432,-73.90263,208,Van Cortlandt Village,14,273,8,BX28,2015735,2032560156,POINT (-73.90263 40.87432),11272,48,5,29,33
06/01/2019,Community Services,Cornerstone,Cornerstone,"Mosholu Montefiore Community Center, Inc.",Gun Hill - MMCC,Bronx,745 Magenta Street,Bronx,NY,10467,40.87494,-73.86502,NULL,NULL,Council District 12 Bronx,374,NULL,BX44,2093516,2046290050,POINT (-73.86502 40.87494),11605,29,5,2,30
06/01/2019,Community Services,CSBG,High School,Chinese-American Planning Council Inc,Queens High School for Language Studies,Queens,35-01 Union Street,Linden Hill,NY,11354,40.76517,-73.82789,Queens CD 007,Flushing,Council District 020 Queens,1161,Queens Neighborhood Development Area 007,QN22,4113172,4050020001,POINT (-73.82789 40.76517),13832,22,3,3,67
06/01/2019,Community Services,Compass,COMPASS Middle School,Center for the Integration and Advancement of New Americans,St. George's Episcopal Church,Queens,14-02 27th Avenue,Queens,NY,11102,40.77282,-73.92865,NULL,NULL,NULL,,NULL,NULL,4436858,4005400001,POINT (-73.92865000000002 40.77282),16859,39,3,4,72
06/01/2019,Educational Services,Compass,COMPASS Middle School,"Roads to Success, Inc",James Weldon Johnson,Manhattan,176 EAST 115 STREET,MANHATTAN,NY,10029,40.79758,-73.94128,NULL,NULL,Council District 08 Manhattan,182,NULL,MN34,1083184,1016400139,POINT (-73.94128 40.79758),12426,7,4,35,14
06/01/2019,Community Services,CSBG,NDA Healthy Families,"Catholic Charities Neighborhood Services, Inc.",Public School 106 - Edward Everett Hale Elementary School,Brooklyn,1328 Putnam Avenue,Brooklyn,NY,11221,40.69388,-73.91306,Brooklyn CD 004,Bushwick North,Council District 037 Brooklyn,435,Brooklyn Neighborhood Development Area 004,BK77,3077286,3033770001,POINT (-73.91306 40.69388),18181,42,2,37,53
06/01/2019,Community Services,Beacon,Beacon,"Sports and Arts In Schools Foundation, Inc.",P.S. 264 Bay Ridge Elementary School for the Arts,Brooklyn,371 89 Street,Brooklyn,NY,11209,40.62102,-74.0296,310,NULL,43,60,0,BK31,3413664,3060620141,POINT (-74.02960000000002 40.62102000000001),17216,10,2,44,41
06/01/2019,Community Services,CSBG,Opportunity Youth Support,Bridge Street Development Corporation,MY BASE Youth Opportunity Center,Brooklyn,456A Nostrand Avenue,Brooklyn,NY,11216,40.68343,-73.9502,Brooklyn CD 003,Bedford,Council District 036 Brooklyn,245,Brooklyn Neighborhood Development Area 003,BK75,,,POINT (-73.9502 40.68343),17618,69,2,49,51
06/01/2019,Community Services,Cornerstone,Cornerstone,The Child Center of NY Inc,Beach 41st - CCNY,Queens,426 beach 40th street,Queens,NY,11691,40.59625,-73.77241,NULL,NULL,Council District 31 Queens,97203,NULL,QN12,4302129,4159550003,POINT (-73.77241 40.59625),20529,51,3,47,59
06/01/2019,Community Services,Compass,COMPASS Elementary,"New York Junior Tennis League, Inc",P.S. 289 George V. Brower,Brooklyn,900 ST MARKS AVENUE,BROOKLYN,NY,11213,40.67479,-73.94264,NULL,NULL,Council District 36 Brooklyn,341,NULL,BK61,3031050,3012290028,POINT (-73.94264 40.67479),17615,16,2,49,49
06/01/2019,Community Services,Compass,COMPASS Middle School,Community Counseling and Mediation Service Inc CCMS,The Boerum Hill School for International Studies,Brooklyn,284 BALTIC STREET,BROOKLYN,NY,11201,40.68542,-73.99335,NULL,NULL,Council District 33 Brooklyn,69,NULL,BK38,3006401,3004020001,POINT (-73.99335 40.68542),16865,14,2,38,48
06/01/2019,Community Services,CSBG,NDA Healthy Families,Good Shepherd Services,GSS Single Stop,Brooklyn,595 Sutter Avenue,Brooklyn,NY,11207,40.66914,-73.89685,Brooklyn CD 005,East New York (Pennsylvania Ave),Council District 042 Brooklyn,1156,Brooklyn Neighborhood Development Area 005,BK85,3084058,3037530043,POINT (-73.89685 40.66914),17214,45,2,25,47
06/01/2019,Afterschool Programs,Compass,COMPASS Middle School,"Boys & Girls Club of Metro Queens, Inc","South Queens Boys & Girls Club, Inc.",Queens,110-04 Atlantic Avenue,South Richmond Hill,NY,11419,40.69166,-73.83538,NULL,NULL,NULL,,NULL,NULL,4197430,4093960001,POINT (-73.83538 40.69166),24015,46,3,46,60
06/01/2019,Community Services,CSBG,High School,RiseBoro Community Partnership Inc,Ridgewood Bushwick Youth Center,Brooklyn,1474 Gates Avenue,Brooklyn,NY,11221,40.69779,-73.91391,Brooklyn CD 004,Bushwick North,Council District 037 Brooklyn,433,Brooklyn Neighborhood Development Area 004,BK77,3387654,3033440016,POINT (-73.91391 40.69779),13828,42,2,37,53
06/01/2019,Community Services,Cornerstone,Cornerstone,"Grand Street Settlement, Inc.",Lafayette - Grand Street Settlement,Brooklyn,442 Dekalb Avenue,Brooklyn,NY,11205,40.69043,-73.9595,NULL,NULL,Council District 35 Brooklyn,233,NULL,BK75,3321871,3019380001,POINT (-73.9595 40.69043),17212,69,2,48,51
06/01/2019,Community Services,CSBG,High School,"BronxWorks, Inc.",Validus Preparatory Academy,Bronx,1595 Bathgate Avenue,Bronx,NY,10457,40.83924,-73.90132,Bronx CD 003,Claremont-Bathgate,Council District 016 Bronx,167,Bronx Neighborhood Development Area 003,BX01,2009555,2029130001,POINT (-73.90132 40.83924),10935,34,5,42,25
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000","The Trevor Project, Inc.",LGBTQ Inclusive Curriculum,Manhattan,373 Park Avenue South,New York,NY,10016,40.74213,-73.98434,Manhattan CD 005,Gramercy,Council District 002 Manhattan,68,NDA Not-defined,MN21,1018123,1008820003,POINT (-73.98434 40.74213),12078,11,4,50,7
06/01/2019,Community Services,CSBG,Opportunity Youth Support,"East Side House, Inc.","East Side House, Inc.",Bronx,337 Alexander Avenue,Bronx,NY,10454,40.81232,-73.92349,Bronx CD 001,Mott Haven-Port Morris,Council District 008 Manhattan,41,Bronx Neighborhood Development Area 001,BX39,2090408,2023150038,POINT (-73.92349 40.81232),10932,49,5,35,23
06/01/2019,Community Services,Discretionary,"Discretionary Under $25,000","Communites of Maspeth Elmhurst Together, Inc.",Community Meetings,Brooklyn,325 BUSHWICK AVENUE,BROOKLYN,NY,11206,40.70516,-73.93941,NULL,NULL,NULL,,NULL,NULL,3071418,3030910001,POINT (-73.93941 40.70516),17213,36,2,30,56
06/01/2019,Community Services,Compass,COMPASS Middle School,The Noel Pointer Foundation Inc.,Teachers College Community School,Manhattan,168 Morningside Avenue,New York,NY,10027,40.81252,-73.95354,109,NULL,7,21303,9,MN06,1084102,1019670024,POINT (-73.95354 40.81252),12424,37,4,23,17
06/01/2019,Community Services,Discretionary,"Discretionary Over $25,000",Arab-American Family Support Center Inc,"Arab American Family Support Center, Inc",Brooklyn,150 Court Street,Brooklyn,NY,11201,40.68881,-73.99281,Brooklyn CD 006,Carroll Gardens-Columbia Street-Red Hook,Council District 039 Brooklyn,45,NDA Not-defined,BK33,3003069,3002920026,POINT (-73.99281 40.68881),16865,14,2,27,48
06/01/2019,Community Services,Compass,COMPASS Middle School,Good Shepherd Services,Madiba Prep Middle School,Brooklyn,1014 LAFAYETTE AVENUE,BROOKLYN,NY,11221,40.69213,-73.93173,NULL,NULL,Council District 36 Brooklyn,291,NULL,BK35,3393805,3016160001,POINT (-73.93173 40.69213),18181,69,2,49,52
06/01/2019,Community Services,Compass,COMPASS Middle School,"Sports and Arts In Schools Foundation, Inc.",Community Voices Middle School,Queens,145-00 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,40.66461,-73.75878,NULL,NULL,Council District 31 Queens,320,NULL,QN03,4285682,4133310001,POINT (-73.75878 40.66461),15313,63,3,47,63
06/01/2019,Community Services,Compass,COMPASS Middle School,Integration  Charter School,John W. Lavelle Preparatory Charter School,NULL,1 TELEPORT DRIVE,STATEN IS,NY,10311,40.60425,-74.18253,Richmond Community Districts,NULL,NULL,,NULL,NULL,,,POINT (-74.18253 40.60425),10700,30,1,14,75
06/01/2019,Community Services,Compass,COMPASS Middle School,"Citizen Schools, Inc.",The Urban Assembly Unison School,Brooklyn,170 GATES AVENUE,BROOKLYN,NY,11238,40.68505,-73.96066,NULL,NULL,Council District 35 Brooklyn,231,NULL,BK69,3056874,3019830010,POINT (-73.96066 40.68505),13829,68,2,48,55
06/01/2019,Afterschool Programs,CSBG,High School,The Child Center of NY Inc,August Martin High School,Queens,156-10 Baisley Blvd,Jamaica,NY,11434,40.67563,-73.78334,Queens CD 012,Springfield Gardens North,Council District 028 Queens,294,NDA Not-defined,QN02,4265978,4122610001,POINT (-73.78334 40.67563),24669,41,3,46,71
06/01/2019,Community Services,Compass,COMPASS Middle School,Women's Housing and Economic Development Corporation (WHEDCO,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,Bronx,1220 GERARD AVENUE,BRONX,NY,10452,40.83585,-73.92003,NULL,NULL,Council District 16 Bronx,197,NULL,BX63,2097130,2024800008,POINT (-73.92003 40.83585),10930,50,5,42,27
06/01/2019,Community Services,Beacon,Beacon,NIA Community Services Network Inc,PS 179,Brooklyn,202 Avenue C,Brooklyn,NY,11218,40.64046,-73.97764,Brooklyn CD 012,Kensington-Ocean Parkway,Council District 039 Brooklyn,488,Brooklyn Neighborhood Development Area 012,BK41,3126001,3053710001,POINT (-73.97764 40.64046),17620,2,2,27,39
06/01/2019,Community Services,Compass,COMPASS Elementary,Abraham House,Abraham House After School Program,Bronx,340 WILLIS AVENUE,BRONX,NY,10454,40.81132,-73.92127,NULL,NULL,Council District 08 Bronx,41,NULL,BX39,2000363,2022860006,POINT (-73.92127 40.81132),10932,49,5,35,23
